position_type,company_type,hashedid,,,,,,,,,,,,,
education,education,5ed90810575a87aa10584c5b121866c07c86d7b5,,,,,,,,,,,,,
engineer,finance,4e1908d2d77b978509e0596c417a7e93c6f86a3f,,,,,,,,,,,,,
finance,tech,f11f1a5408d5e5e08f9663e96ac911fa002ea023,,,,,,,,,,,,,
marketing_sales,tech,51aef63d347f92c708d05d87801cea5d29131154,,,,,,,,,,,,,
marketing_sales,tech,baeae24e9c1a67fa013e0a314719a79230e895af,,,,,,,,,,,,,
engineer,tech,0538c7b9c32c1a4b0be1773eb58a3bdc18bddd97,,,,,,,,,,,,,
executive_or_management,finance,1123b1f2ce11ddc52af573dfedae3fafe327c3ff,,,,,,,,,,,,,
marketing_sales,tech,a1701fa67a82a09945833d454d0e5efd36169514,,,,,,,,,,,,,
executive_or_management,supplychain_manufacturing,b221eacdfb7e7ca34f853e779ae66b8a32888cbc,,,,,,,,,,,,,
operations_supplychain,supplychain_manufacturing,8a427c364e187cbcc1fbb7985151cb311d970b89,,,,,,,,,,,,,
finance,tech,5b9fb4d5858fa17747637d20f03b41ffe66ee3d8,,,,,,,,,,,,,
executive_or_management,consulting,40931a5fb06771ad3aa3289e90f4caa860263503,,,,,,,,,,,,,
executive_or_management,tech,e3dca89647ad13c56beee5e0f9c4d9d46a0de317,,,,,,,,,,,,,
executive_or_management,finance,a9ad5ed20989cf4e7e23245dfcc5f26d050a93da,,,,,,,,,,,,,
executive_or_management,education,8e410f5c8ae3ac2978119e6418afed30abade009,,,,,,,,,,,,,
executive_or_management,tech,6f9ccaf530790425ffa59c1fad27969697d2688f,,,,,,,,,,,,,
executive_or_management,tech,f1230b518dd1b296b4b2783d092fe12210a8bcc6,,,,,,,,,,,,,
executive_or_management,nonprofit_ngo,e4002f4244ba3fa49c3d8b42b0718b7a7720f6cf,,,,,,,,,,,,,
executive_or_management,tech,bcbfdad72e84ddc4ec60dfb32622c404e17cac24,,,,,,,,,,,,,
marketing_sales,tech,614c37bffa4a7a862b362932fa20f7031e3a497c,,,,,,,,,,,,,
engineer,tech,5e57cd189ade916a99709f97ab79fab1fe461dee,,,,,,,,,,,,,
Unknown,Unknown,f02d0e3539161aff257d462673ec0d5dbdbc363e,,,,,,,,,,,,,
marketing_sales,tech,f8ed32402cf4960ff9490f33bfb02068a202b5ae,,,,,,,,,,,,,
Unknown,misc,68f59affc7272919d7491303ee87245d030c5ca9,,,,,,,,,,,,,
misc,tech,9ee0d27c579681ead050dcbd797711e0372da170,,,,,,,,,,,,,
executive_or_management,tech,b2d09084e0d1fc05f3915db614af793ca495d3aa,,,,,,,,,,,,,
engineer,tech,24659466168e31463b0c67e6b7b17cb314aa6559,,,,,,,,,,,,,
marketing_sales,legal,2ef1f3d764aa4f744cd82776edd64a2c28777a1a,,,,,,,,,,,,,
executive_or_management,misc,2e56731ecd3fb179666d112555db764a6f4cf671,,,,,,,,,,,,,
executive_or_management,tech,2d4da223a9a3b0aaaaeb2c50a691ff3f7376762d,,,,,,,,,,,,,
engineer,supplychain_manufacturing,7da474a4d828acc051343eb0b29ef494584d0276,,,,,,,,,,,,,
misc,tech,010ea399532f3e4cb3b1a012abb9fb25887ffb0a,,,,,,,,,,,,,
engineer,consulting,c603db84c4494fe38101b5308e387b4e98080a38,,,,,,,,,,,,,
executive_or_management,consulting,3f85e8c36227b5977c4868c9cf53530725d7a33f,,,,,,,,,,,,,
executive_or_management,nonprofit_ngo,eebf8a02f39da419e07af6ee53cf932db28d82fe,,,,,,,,,,,,,
education,education,99558856d89675cddf52a23932d5f39a02b786e8,,,,,,,,,,,,,
misc,consulting,1b385c69813dc0c704b1bbb1384f9d564dce7aca,,,,,,,,,,,,,
marketing_sales,tech,9d5e26dc1e085b86e3e3ad1d11c4915e9778ce4b,,,,,,,,,,,,,
misc,nonprofit_ngo,3caaf4daa519816f05cbbabb3f0119e50c2165c4,,,,,,,,,,,,,
executive_or_management,misc,200dc84180cb93f20a40f945010d2e327a12d302,,,,,,,,,,,,,
marketing_sales,tech,b9f4f1f15eb8dd4ab76d2acd5f3c5ca5bc465dfa,,,,,,,,,,,,,
misc,consulting,dd5e689ec98b08932bdfa1f659a3b7ed1238fa3c,,,,,,,,,,,,,
operations_supplychain,consulting,e5652cee95618f557de618764842ea57bc3f3e84,,,,,,,,,,,,,
marketing_sales,supplychain_manufacturing,6d073e1905228cee169bbfd9aeae4360cb4e9563,,,,,,,,,,,,,
marketing_sales,tech,8a330605985937953ffbe1cacf5943dfaccb0450,,,,,,,,,,,,,
engineer,tech,852ec8fb1596a0d697f892e37998fb8a230dbf89,,,,,,,,,,,,,
executive_or_management,finance,1b4cfd723156754635f9f12d2789fbd7da4838f6,,,,,,,,,,,,,
marketing_sales,tech,4d470fc9caa71ef3febc28acac0f652f03d6c904,,,,,,,,,,,,,
operations_supplychain,nonprofit_ngo,678e23c0294c56a60f3d3c3035aa489b1f74a8a5,,,,,,,,,,,,,
Unknown,Unknown,2755bef2fc5497120d948c7694e86dc9c9fca36c,,,,,,,,,,,,,
misc,misc,3625c405a0f8db008bb36c712d3b48baaf23996c,,,,,,,,,,,,,
Unknown,Unknown,f98511b9504e82d3947ce0759ad930b28a20de88,,,,,,,,,,,,,
misc,misc,7def297f08d3eb3f4171d86530b3edc3dfb3ab3c,,,,,,,,,,,,,
misc,tech,9d08b551fbc3c24c4410b64e235d6f24ecff324b,,,,,,,,,,,,,
engineer,tech,31bf775c5ff44eae1d774255f1b30fa6a966f6f8,,,,,,,,,,,,,
executive_or_management,finance,f746c3ead689568cfc05467ff30cfb355aad4754,,,,,,,,,,,,,
misc,tech,c9cb5e9547f0d5e96f04b8132e54f5b81914632f,,,,,,,,,,,,,
finance,education,ab9f269c4cca6c2b459a0072068273ee7ae33539,,,,,,,,,,,,,
executive_or_management,tech,c63b6d2179bc7ddcdb09c2da1d03ea520f12709a,,,,,,,,,,,,,
executive_or_management,finance,882f994d2d87d9f0f1b77496dd3acd368eec7c93,,,,,,,,,,,,,
executive_or_management,tech,67d2d22e9cc8329db6bf2a364ca06d3109020a9f,,,,,,,,,,,,,
misc,tech,3a1b7ebacc42767e3e732d15ca2f9b04ac0e05fe,,,,,,,,,,,,,
executive_or_management,tech,8c7a979fa24fa75caa06069b1c12b3f5557c4203,,,,,,,,,,,,,
misc,supplychain_manufacturing,b562dd5034467a3a5aa40823ffc1767f82c85659,,,,,,,,,,,,,
executive_or_management,supplychain_manufacturing,f619968261a93ff2553292d7f0bfcb6966e74dc7,,,,,,,,,,,,,
engineer,tech,19a5c337df01a72b9d4585883116987afaedfef9,,,,,,,,,,,,,
executive_or_management,tech,f89b0254ea4d7ffc47a190df3e945bfae34acc1e,,,,,,,,,,,,,
executive_or_management,finance,295922192f8a500fc09d4d96a63ed62de12135b9,,,,,,,,,,,,,
misc,misc,a66657e8ba1bf4d10850ca3c784fff0046091b6b,,,,,,,,,,,,,
misc,supplychain_manufacturing,9037044f7a88c9d5ec1c2d43ac8257dd253b11c0,,,,,,,,,,,,,
executive_or_management,tech,696d8c95fa9fafd154770c2900e1913fc9695ace,,,,,,,,,,,,,
executive_or_management,tech,bacafef73a618caf64b8b5cf79e96c9ee3fa7848,,,,,,,,,,,,,
misc,tech,257d0cef746e2e8addbbeeb2656a8944370b9f78,,,,,,,,,,,,,
executive_or_management,consulting,2b582d509418cab97649f7b350a0af8945ee30e3,,,,,,,,,,,,,
marketing_sales,finance,9e13ecf2f36e2f00cbcf8e27e94fd6810928fe9e,,,,,,,,,,,,,
executive_or_management,consulting,565866f985df453e8e8cc499e5df2d3af3b8c3b1,,,,,,,,,,,,,
operations_supplychain,consulting,3a0882a8a4e44baed827cfe4d87d5cddc9d6597f,,,,,,,,,,,,,
executive_or_management,tech,44b404db26db8fc03220d39c4ae4a609f58e7f59,,,,,,,,,,,,,
executive_or_management,tech,78709b60ab817a9a5e91480bdeefa9aa7ad45616,,,,,,,,,,,,,
marketing_sales,tech,f57ff2df498b078167c615e786d6cad0293c86df,,,,,,,,,,,,,
misc,tech,f312249eeeba9f710715da87d16556b6d5490f89,,,,,,,,,,,,,
executive_or_management,tech,1f9dbdf3758a158904400ffeb8556662083b7ac8,,,,,,,,,,,,,
engineer,tech,5ad65e61a0bf04cdda7ece7a76626d24e8a9ff98,,,,,,,,,,,,,
engineer,tech,979dab6b00ceacb17a8510e862d8961812a7de4c,,,,,,,,,,,,,
executive_or_management,misc,582be93ba00d06ff85cc961d6bde034168aeb2f4,,,,,,,,,,,,,
executive_or_management,misc,6bbb7d054a523345fa1c8f2031ba8d05d701d5e2,,,,,,,,,,,,,
executive_or_management,tech,8eac9a9eef3f8dc06aaa35cd9d1528060a9b8e8c,,,,,,,,,,,,,
executive_or_management,misc,0288307da6da2ed727d455a31578dc567a7ba735,,,,,,,,,,,,,
executive_or_management,finance,39133e1b05f4e45625f5277f189f2da3b26bb75e,,,,,,,,,,,,,
legal,legal,c3e57f0150735a762b85eb0813c0df482086dbab,,,,,,,,,,,,,
misc,tech,73c653443c0b96f13c1a45f449e131913f86ed8c,,,,,,,,,,,,,
finance,Unknown,b92188984805fa28edcccc28790fc573d9f861e7,,,,,,,,,,,,,
operations_supplychain,supplychain_manufacturing,5db5350dde49608ab5ac9c5e6a5b2b1f2d50586d,,,,,,,,,,,,,
executive_or_management,supplychain_manufacturing,35b3443c1b5bb47a2dcb9299edfb3f8ec9584e60,,,,,,,,,,,,,
engineer,misc,f69fae9e5238fdecff9cc5fc780995c4c26e9b05,,,,,,,,,,,,,
operations_supplychain,supplychain_manufacturing,86916ed9cc4a5d6b54621f444c622f363bbaecb8,,,,,,,,,,,,,
executive_or_management,consulting,119b3d8ef4dd0721bef873532afd6a72f188eb3a,,,,,,,,,,,,,
marketing_sales,tech,229360d992dca5ba969b2d3a10be5ef5fc2fb323,,,,,,,,,,,,,
engineer,tech,907174afda9bb145aca59cddeabcfe9267686dd7,,,,,,,,,,,,,
executive_or_management,misc,82f90182aeee5d810b1f402f1f8936252bee0f41,,,,,,,,,,,,,
executive_or_management,misc,c3587abcfa27cb31673d677414f5b30838e181ca,,,,,,,,,,,,,
executive_or_management,tech,117ac151f49ad9dd7018cd37617852e89f49c19c,,,,,,,,,,,,,
executive_or_management,supplychain_manufacturing,1ec7a7a38596fac5851d1db7864548f00d6b64bc,,,,,,,,,,,,,
operations_supplychain,tech,c223c438822e353e45015382609080fd74e14cf3,,,,,,,,,,,,,
executive_or_management,tech,3952f38c0402924a4c710f395341ec08f93c6113,,,,,,,,,,,,,
engineer,tech,4b4ad489e41ab0fc2491aa9f8559d83ab849372c,,,,,,,,,,,,,
executive_or_management,misc,53a6f552bb97b9d92cfeab7e6700d6c5894e714b,,,,,,,,,,,,,
executive_or_management,finance,690403378009e7b731e07aaa9f9b31d15d24c932,,,,,,,,,,,,,
education,education,b39ae65ebc89363c9dce2fd3ff73f58191cb8947,,,,,,,,,,,,,
engineer,supplychain_manufacturing,e3027119b6f83396005c91ec217ff5e4d37f239c,,,,,,,,,,,,,
executive_or_management,tech,ef2f18f220987c1c2b107db54ef8de81875eca19,,,,,,,,,,,,,
misc,government,a526361826dea97a421566dfb66538d124ccf278,,,,,,,,,,,,,
executive_or_management,finance,906131ab9b1d99d91ad991c2418374279c45624c,,,,,,,,,,,,,
marketing_sales,consulting,32f92b819221a1b8db2a31eb37c6cca48b9ce91d,,,,,,,,,,,,,
marketing_sales,tech,77c644067ea38ec736cec6f9ca8f6ce727a06164,,,,,,,,,,,,,
engineer,tech,8f8ee2dafa98c801e01b1f9fdc711045ba770190,,,,,,,,,,,,,
misc,supplychain_manufacturing,11cc12686409de206b736dff08660a2ff1b46d2b,,,,,,,,,,,,,
executive_or_management,tech,24720f8ce954e30e8678a9374f1792fe19a59952,,,,,,,,,,,,,
executive_or_management,nonprofit_ngo,6214ab1a9730ebfa660b77d2da789b496a45bf6a,,,,,,,,,,,,,
executive_or_management,consulting,d615a8a3518e1e81e9679a587cf19b371972fb1a,,,,,,,,,,,,,
executive_or_management,supplychain_manufacturing,7dd8c96fbd3f35fb3986bdf5b1a136c4c7ca8057,,,,,,,,,,,,,
executive_or_management,misc,76066e2bc8ae192221c32a4da9b1bd92e5cf9e9c,,,,,,,,,,,,,
engineer,tech,0cf1ae8b0ab0bcf72592280e955930e59172c2d0,,,,,,,,,,,,,
executive_or_management,misc,774f8abad6145f519a2c2f7167a742e4aa0b50f5,,,,,,,,,,,,,
executive_or_management,tech,82c22b0f34e1a9e5076c89ee28e7dbf8178dfa78,,,,,,,,,,,,,
executive_or_management,supplychain_manufacturing,59e1a4f72a4329ac9d6cfc4a941550b63de365b4,,,,,,,,,,,,,
marketing_sales,tech,a9bb59ca5b166f49277b1bf1d3d845a566682b80,,,,,,,,,,,,,
executive_or_management,tech,92f90ed1c3b8b9a7fcfe16f7fc907ec2d9a9c871,,,,,,,,,,,,,
executive_or_management,misc,526bf2f941c9dc4a409c9c1f3ac9574534ed059e,,,,,,,,,,,,,
misc,finance,a9211ab3d9f080322fa0ac3c3987e93da9abd0fa,,,,,,,,,,,,,
misc,nonprofit_ngo,3d06a3e51cb048bf1940b0957aa9434eb12cc71f,,,,,,,,,,,,,
executive_or_management,nonprofit_ngo,bb6ae718e5b9050882c260b58be2e88383f664a8,,,,,,,,,,,,,
marketing_sales,supplychain_manufacturing,3bd268b755f6318dc32b2ce1723715e8d85d38ea,,,,,,,,,,,,,
executive_or_management,tech,244969e7932c3d16b7675b5ef0232e9f0f89c549,,,,,,,,,,,,,
executive_or_management,consulting,39cb721e53652ccff039d60f304854649ca762ff,,,,,,,,,,,,,
executive_or_management,tech,e7950aae3a28e3cdc094537ee32f1308512eeb12,,,,,,,,,,,,,
misc,misc,8684eac7d37f8684ffe8844b576e7fdb39005363,,,,,,,,,,,,,
misc,supplychain_manufacturing,708eeb92ea51a8d5f8e157233b97660575936aff,,,,,,,,,,,,,
engineer,tech,5d07a758236fba62a6d25cc38370bd33b5ded7a7,,,,,,,,,,,,,
executive_or_management,finance,50aeaef23a29550b6404d02c4a814a6b5d434a4c,,,,,,,,,,,,,
misc,tech,f2aed3a6dc047b008110cbcf1d4de46b48da27dc,,,,,,,,,,,,,
executive_or_management,misc,63d566ce050cf155861374c794b8a93d00c80c59,,,,,,,,,,,,,
marketing_sales,consulting,10841ac49f3dfcf2c3eec7d68b4e25ae251c94e1,,,,,,,,,,,,,
executive_or_management,misc,69031ee3d47d89824b36f6bdd6dbbc64d65b2531,,,,,,,,,,,,,
executive_or_management,misc,2ac23fc614ce9610fc9e6e7639a0e8a2ba79f6d5,,,,,,,,,,,,,
engineer,tech,07c6493d2cbcde09f27db6ce3946837cbd06fbbb,,,,,,,,,,,,,
engineer,tech,da1d02c3230c8b5d6efbdf03cf3574899c88cfde,,,,,,,,,,,,,
executive_or_management,tech,1947c1ae4a31b4bab4412170ee99bf46e2b1b197,,,,,,,,,,,,,
operations_supplychain,tech,6e7c5c84ec6711abf19a18d81c18d780e92adc0d,,,,,,,,,,,,,
executive_or_management,consulting,b55078efc92e29858b6f47b3dfca4422467de7f7,,,,,,,,,,,,,
executive_or_management,tech,17a89a852460d15199f56eb635b5d932bca8380d,,,,,,,,,,,,,
executive_or_management,misc,38c94f6059ccebcb11fd0007d13711569ec13abd,,,,,,,,,,,,,
engineer,misc,5f31e4dbea313306f94be96c19433ae95d400159,,,,,,,,,,,,,
marketing_sales,tech,af27d7e330ca719da146a65ac138313012c34420,,,,,,,,,,,,,
executive_or_management,misc,8e39271a21c8c0b96b5c08b0a07424113bd3d9f1,,,,,,,,,,,,,
operations_supplychain,tech,cb0c21cd73ba90942611822181adef5bd1494374,,,,,,,,,,,,,
marketing_sales,tech,e3d3c9b2fa98ab0ecec6223a52727b36aabce068,,,,,,,,,,,,,
misc,consulting,bd13ffdef1c7eb446848b73d0fdc6f111da071d6,,,,,,,,,,,,,
misc,tech,0d7f4bbe44e93c9d52a7b830818fa77ffa36a059,,,,,,,,,,,,,
executive_or_management,tech,c19580fb519518e7d817d68c49713ad83f7905f0,,,,,,,,,,,,,
misc,misc,a48e08433ac971a73e4d2527f981ae5ea914dd95,,,,,,,,,,,,,
education,education,bc9b7d688fcd7a2184b3731510307cfedcdeafa9,,,,,,,,,,,,,
education,finance,76757ac9818c494c37f36bc8fa23260c2768b39c,,,,,,,,,,,,,
misc,education,11f10293a5bc689e447034d97a58bba405e7844f,,,,,,,,,,,,,
misc,finance,16b0c10e142d185412e4b4682b73ee157f745614,,,,,,,,,,,,,
operations_supplychain,consulting,54a8fd93e1a0e9b29f8a2ed27bef5b7af118c08e,,,,,,,,,,,,,
executive_or_management,finance,c9634cb7e1c5736ffa518bf5afd02edf3c03da87,,,,,,,,,,,,,
misc,tech,d644e438d6bf60c9b5cc826ac790f0ae65411ac0,,,,,,,,,,,,,
engineer,tech,c887912246213766bc21928f6ee58f1dec01838a,,,,,,,,,,,,,
marketing_sales,tech,ec608f5e5e0e0efce8613b793b5b8c4d1d2bcc4b,,,,,,,,,,,,,
finance,misc,13ef8b74ce78bdf932031298ee3939e7f04a010e,,,,,,,,,,,,,
executive_or_management,tech,585adbb1e73c14c1c8b2523f45fd967910abeab4,,,,,,,,,,,,,
marketing_sales,tech,6fe3fda2867abd2a410c517536124e955e2f8d5a,,,,,,,,,,,,,
executive_or_management,finance,21692ca1300ab8608274911e0ef0ef548b60490f,,,,,,,,,,,,,
engineer,tech,cb0f78f9e12d315ca5cde056331080603d4289c5,,,,,,,,,,,,,
misc,finance,9db83f903f1ac8c98d23ed308e72d2b29dc029cd,,,,,,,,,,,,,
executive_or_management,tech,8a496036cd8a5ed63e18d1c01ec977a06cfad611,,,,,,,,,,,,,
misc,consulting,8568817f42c99ee5074731fc478758ae1313a41e,,,,,,,,,,,,,
marketing_sales,misc,27c5017f15c5cbd940ce8296d021d603b9255cd8,,,,,,,,,,,,,
marketing_sales,tech,eae6cf518327a2edfbec872ea90ed3eb1810e496,,,,,,,,,,,,,
executive_or_management,misc,da09f18fdb8559a4069fd63bc17ee1dcc9da3c93,,,,,,,,,,,,,
executive_or_management,nonprofit_ngo,6ec59f91faed4d07a032b46490685a925f9f758e,,,,,,,,,,,,,
engineer,tech,0d28b072707e470325c7b55687dde2b84de09092,,,,,,,,,,,,,
executive_or_management,tech,1cc13ed9f87e51da9d336245ef8fd2b711d13799,,,,,,,,,,,,,
misc,supplychain_manufacturing,4d16debc7cb3a7dd3af7fcd60136394bf822b308,,,,,,,,,,,,,
education,education,45e64d4346167a5fa230c3f274a1b5c8239a71ed,,,,,,,,,,,,,
misc,misc,2d49414ee8774bbda1f021f666b88b2bd2941fb8,,,,,,,,,,,,,
misc,tech,6257fde1c187776aaf63097af6bf06f614cb8128,,,,,,,,,,,,,
executive_or_management,supplychain_manufacturing,67eab9f1c5adf5109ed8469bcceae474caf1a860,,,,,,,,,,,,,
executive_or_management,consulting,577ca85f621e7077bd76549d7b14452350e10429,,,,,,,,,,,,,
executive_or_management,misc,0615bc4a2f53e6d2b1eaddc9f1c8b342de743ac0,,,,,,,,,,,,,
marketing_sales,tech,2b0c658fc65986ea1051eca350b2657083604ffb,,,,,,,,,,,,,
engineer,tech,38aac8467ce64b1e9c3a6f4f0f7ba301a0f49028,,,,,,,,,,,,,
operations_supplychain,supplychain_manufacturing,e83e30694da5bafab485b95806b2dc9fdeeb7f4b,,,,,,,,,,,,,
executive_or_management,tech,83021a83b98516101c7804e9859dbc0e14d92807,,,,,,,,,,,,,
executive_or_management,nonprofit_ngo,dbfeeca70e8526bd10fc6b08f00fd52db627da8f,,,,,,,,,,,,,
misc,finance,e46dfc72b9f602aacf3b2738367b66578ad09db3,,,,,,,,,,,,,
engineer,tech,61c3ff137f2637263ec72537eca6d44096f0fefc,,,,,,,,,,,,,
engineer,tech,9643762dec5e81afeaf6d20812170f067d7bc52a,,,,,,,,,,,,,
marketing_sales,tech,e9e87ed2edcdb8698389f3c0235c9816488c465f,,,,,,,,,,,,,
misc,misc,2bbf0138b10b03d9e0a10c567901ca3e8e453180,,,,,,,,,,,,,
engineer,tech,33d380c8f247745dca802e0340896728533421b0,,,,,,,,,,,,,
misc,nonprofit_ngo,8d8aaf30fe68b254b7050ec1f6fbab1bbe10b104,,,,,,,,,,,,,
engineer,tech,e2f232dd967c64078500ade6cc23560ef6c84220,,,,,,,,,,,,,
misc,nonprofit_ngo,5c9c7c1aad750b5cbc1b4a92891386424ad45314,,,,,,,,,,,,,
executive_or_management,misc,3d6a22c6c1526bc9fca2d78d7edd2f858cf57af6,,,,,,,,,,,,,
misc,misc,e3b514bfa1bd1d65ab54bb5ae56e2c99d1472255,,,,,,,,,,,,,
executive_or_management,consulting,7fc4326fdb5b2008adcca1bbda320da1b00667cc,,,,,,,,,,,,,
executive_or_management,consulting,a4641fe6c343a09b3556b8be15b93c1564787dc4,,,,,,,,,,,,,
executive_or_management,consulting,1138267105b316a0df8a78a7ea5b835485a5403b,,,,,,,,,,,,,
executive_or_management,education,198dfeb3c8f2c6deda421b99863b5e7a7de79544,,,,,,,,,,,,,
executive_or_management,tech,d428734591b99f824a9f24dc6c3574ad929a47a9,,,,,,,,,,,,,
executive_or_management,tech,d9bdfc9c05f7527c7ad4e7431346484d9b8dd75c,,,,,,,,,,,,,
executive_or_management,consulting,f235228831c4d71e14237b51db4920ba9379a582,,,,,,,,,,,,,
engineer,tech,deffc911404d90011c2bfdcc91ef346046cf6b23,,,,,,,,,,,,,
marketing_sales,tech,5ff43b5f15175e234a90016ffe47e296f3a0896e,,,,,,,,,,,,,
engineer,tech,ac583581fe4e527892d7ec3795adc20ca6e4e6d5,,,,,,,,,,,,,
executive_or_management,supplychain_manufacturing,310a89b188e7b1d40cf44474fbf448d8798f27f9,,,,,,,,,,,,,
executive_or_management,finance,49f020daba141756c3251a5341586ddcdad4a054,,,,,,,,,,,,,
marketing_sales,misc,0804467a9a38b2701a764eefbe1f66c7b471d1d1,,,,,,,,,,,,,
education,nonprofit_ngo,e440feceba74f8dcec6f34631b1c8531cf5fab61,,,,,,,,,,,,,
executive_or_management,nonprofit_ngo,4842d0f3e5ac480bc08d0b9884d65692b6c9e374,,,,,,,,,,,,,
executive_or_management,misc,360f12b08173a800bd2fd4e3f935ecb98aff3fd7,,,,,,,,,,,,,
executive_or_management,finance,38b84c5420f79f3e9a7947629a86c25b2a5d2b9c,,,,,,,,,,,,,
executive_or_management,consulting,3fb8104ead75446d24ab3efa913ac5cea2f50eb9,,,,,,,,,,,,,
executive_or_management,tech,22fa2c7a56708d754bf051797568c2c84645dbf7,,,,,,,,,,,,,
engineer,supplychain_manufacturing,213483183aa58d70f8f104a5293e0f8f65274e10,,,,,,,,,,,,,
executive_or_management,nonprofit_ngo,2bc91a897d8a5e2f87b362ecdede02507a365d03,,,,,,,,,,,,,
executive_or_management,education,be7ec0125fa8f9554105d4ba66548b11451c2cbd,,,,,,,,,,,,,
operations_supplychain,supplychain_manufacturing,4f17b11772d684ba9c7b775a91eab1cdc5c8c2ba,,,,,,,,,,,,,
executive_or_management,consulting,1a474dcc5927ffa375c0d6807fa3714eb73b74ca,,,,,,,,,,,,,
misc,tech,7ce987379663e6e7eb58b229bbe4fa70fab4dc06,,,,,,,,,,,,,
operations_supplychain,tech,1b75ac45894b31dffb4450da37412d78cccbdd48,,,,,,,,,,,,,
marketing_sales,tech,86e34c61ea2977b75e034a09a44d0659e4910544,,,,,,,,,,,,,
marketing_sales,misc,627acf6d80b2a9ab28b77e2acf38c087ec598c32,,,,,,,,,,,,,
misc,consulting,51282688f7d448e4a1c2578dd6154ee41120f0f3,,,,,,,,,,,,,
marketing_sales,tech,1aac1079f199a43e2396e19847b274438cf3b778,,,,,,,,,,,,,
executive_or_management,misc,4d62da162a4f27cfa9ecb666b64ffb31f9849079,,,,,,,,,,,,,
marketing_sales,finance,258b5d23626fc53b31602e1c5e89a8016fffbf99,,,,,,,,,,,,,
marketing_sales,Unknown,df946a76cbda8c3fce7f2e7f277dbc0c2213f631,,,,,,,,,,,,,
executive_or_management,misc,f6d84a1a5b058837eb75eeed4b74647532337354,,,,,,,,,,,,,
executive_or_management,supplychain_manufacturing,033e38b8b8da1cf695fa9bc16a4c36a072198cba,,,,,,,,,,,,,
finance,finance,329739ee789f9ce9234bd2057796b499b0aad57e,,,,,,,,,,,,,
executive_or_management,finance,89a0173b80fce15794487775aa5b81cc01cba8fc,,,,,,,,,,,,,
executive_or_management,tech,1ca4e18184f8961a076956f13dc3291893f7c1a0,,,,,,,,,,,,,
executive_or_management,finance,e23d5d06ed9279fff96fecd6ba98ac08e79b2fce,,,,,,,,,,,,,
misc,tech,37f3a7eaa26315f98a70dcb4ca959b5f2dbe7a77,,,,,,,,,,,,,
executive_or_management,supplychain_manufacturing,2af3b29dcaef4fd397f5236e550261e35d1b2c0c,,,,,,,,,,,,,
marketing_sales,supplychain_manufacturing,9bb98848cd1a934a4fa538f7ee10b8a2a1cce668,,,,,,,,,,,,,
misc,tech,bf91b8d5077ad0f243ec86612e8084196647c68c,,,,,,,,,,,,,
education,education,4055245e39d8ded231273208fb131d6dc2950198,,,,,,,,,,,,,
misc,tech,a3b6cdbdf5b629f441431491ae58c2eab6623d59,,,,,,,,,,,,,
marketing_sales,tech,98fef9453e5ee7b3d2f548873fbec2e7b05344ba,,,,,,,,,,,,,
executive_or_management,tech,f5aec6ea550100fe84044e559def7ab854a0e01e,,,,,,,,,,,,,
executive_or_management,misc,bddc072552b488cd3ed08627ce347f688ee5802f,,,,,,,,,,,,,
operations_supplychain,tech,a40a2228ef2f7a1c29f456fa0c91bc47583ef579,,,,,,,,,,,,,
operations_supplychain,tech,c655f955a13ace4fa965e858f6228e371ab7eb41,,,,,,,,,,,,,
executive_or_management,tech,2429182cd1028a984819466e64dec83b0b011aef,,,,,,,,,,,,,
executive_or_management,consulting,5f11e9b12be947e3aaf47bf1039c849b7b909f52,,,,,,,,,,,,,
executive_or_management,supplychain_manufacturing,ef48fbb60523e3ce31bf7c945cb4e7b5a09bd358,,,,,,,,,,,,,
misc,tech,85660eee6a01db6ff8c63a4846ae263ab18ac64a,,,,,,,,,,,,,
operations_supplychain,supplychain_manufacturing,fa145f62b472ac34f2526c9dc230739575069721,,,,,,,,,,,,,
executive_or_management,education,301550f40b7742c1dfd27711d534634d69982575,,,,,,,,,,,,,
executive_or_management,nonprofit_ngo,8c0be10b10a01168d21e28121600be6dba7cebb7,,,,,,,,,,,,,
executive_or_management,misc,10efdd43887c5dd1a324440e82da6d0f294226a8,,,,,,,,,,,,,
executive_or_management,nonprofit_ngo,950d16666411e10d0191a041217aeb5fbcd81f76,,,,,,,,,,,,,
executive_or_management,nonprofit_ngo,cfbd5da8c0c8d4c4e886565bdea873b99e05b069,,,,,,,,,,,,,
engineer,tech,a6591f9c4213af866da75df96c094f634634fb0f,,,,,,,,,,,,,
marketing_sales,tech,544d04bdc4dee0446bec8ee3bb578fb4231955d5,,,,,,,,,,,,,
executive_or_management,misc,16e713d49fc71953f2bb4afe6f045989a593ceef,,,,,,,,,,,,,
misc,misc,5e15bdd84dd1934b6546dcf13693cb6f0c1e3ece,,,,,,,,,,,,,
marketing_sales,tech,35cdda195f869c66a481530d629308ce5bfe5faf,,,,,,,,,,,,,
finance,tech,46ff1ebec93fa4cc3bdb5e3f1b9f58c7449bf78e,,,,,,,,,,,,,
executive_or_management,education,3477dfb55e283fd0fd9419f697240c64c0664e14,,,,,,,,,,,,,
marketing_sales,tech,3833f65f79c0959e279261b6ae98a84d4f03bc4f,,,,,,,,,,,,,
operations_supplychain,misc,60339ea56d47507213e6a791a0dc2adb29d70c36,,,,,,,,,,,,,
executive_or_management,tech,eb9604861b36929ce3aa66bc37ceb04ab971b317,,,,,,,,,,,,,
